fecha;so2_validado;so2_preliminar;so2_no_validado;temperatura_media;fecha_temperatura_minima;temperatura_minima;fecha_temperatura_maxima;temperatura_maxima;mp_2_5_validado;mp_2_5_no_validado;mp_10_validado;mp_10_no_validado
200607;1.01;;;14.7;040607;9.3;970607;21.0;11;;38;
200608;;;;14.4;040608;7.7;970608;21.2;14;;45;
200609;;;1.01;14.3;140609;7.6;970609;21.3;19;;45;
200610;1;;;14.7;990610;8.8;970610;23.5;19;;47;
200611;1;;;14.7;140611;8.5;970611;20.7;14;;39;
200612;1;;;14.7;990612;8.9;970612;22.6;11;;32;
200613;;1;;14.6;060613;8.5;950613;20.8;13;;36;
200614;;1;;14.7;020614;7.9;.;21.4;16;;35;
200615;;1;;14.6;020615;8.7;950615;20.3;13;;36;
200616;;;;14.6;190616;10.3;970616;21.4;11;;28;
200617;;;;14.6;040617;8.8;970617;23.6;;;;
200618;;;;14.6;020618;7.3;970618;21.3;11;;43;
200619;1;;;14.3;000619;7.4;970619;20.4;13;;47;
200620;1;;;14.4;000620;7.2;970620;21.9;14;;37;
200621;;1;;14.1;130621;8.2;150621;20.0;13;;34;
200622;;1;;14.3;130622;9.1;970622;20.2;10;;35;
200623;1.01;;;14.4;990623;8.7;000623;20.9;13;;37;
200624;1;;;14.1;060624;8.6;970624;20.4;13;;40;
200625;1;;;14.4;010625;7.5;930625;19.7;11;;37;
200626;;1;;14.4;130626;7.9;170626;22.2;13;;34;
200627;;1;;14.1;140627;7.4;980627;19.8;11;;34;
200628;1;;;14.3;960628;8.5;990628;20.3;14;;35;
200629;1;;;14.1;100629;6.1;930629;19.6;13;;35;
200630;1.03;;;13.9;.;8.2;.;19.4;9;;33;
200701;1;;;14.0;960701;8.3;050701;19.7;11;;39;
200702;1;;;13.9;960702;7.3;060702;20.4;17;;43;
200703;;1;;14.0;960702;8.5;060703;21.4;20;;40;
200704;;1;;14.2;990704;8.1;970704;21.1;16;;40;
200705;;1;;14.1;990705;7.8;970705;21.7;10;;31;
200706;;1.03;;14.1;120706;7.5;060706;22.7;15;;36;
200707;1;;;14.1;940707;6.7;970707;20.0;8;;29;
200708;1;;;14.0;940708;8.8;160708;20.8;11;;48;
200709;1;;;14.0;960709;8.8;160709;19.8;12;;41;
200710;1;;;14.0;000710;8.2;970710;21.4;15;;37;
200711;1;;;13.9;000711;7.5;970711;22.6;15;;36;
200712;;1;;13.9;000712;7.1;970712;20.0;15;;39;
200713;;1;;13.9;000713;8.6;060713;19.9;20;;46;
200714;1;;;13.8;990714;8.7;060714;20.4;20;;44;
200715;1.05;;;13.7;920715;8.2;910715;19.5;19;;46;
200716;1;;;13.6;090716;7.9;030716;18.9;9;;26;
200717;1;;;13.7;050717;7.5;970717;19.6;14;;29;
200718;;1;;13.5;.;5.9;060718;20.4;10;;21;
200719;;1;;13.7;100719;6.8;060719;20.5;8;;23;
200720;;1;;13.9;100720;6.0;060720;20.5;8;;27;
200721;;1;;14.0;050721;7.4;010721;20.3;7;;25;
200722;1;;;13.8;050722;6.6;020722;19.6;6;;24;
200723;1;;;13.6;050723;6.3;910723;19.8;6;;25;
200724;;1;;13.6;140724;7.0;970724;19.5;8;;53;
200725;1.01;;;13.6;090725;7.8;970725;19.8;16;;67;
200726;1;;;13.7;090726;8.5;970726;19.8;15;;44;
200727;1;;;13.7;960727;8.1;970727;20.1;16;;42;
200728;;1.02;;13.6;030728;7.1;970728;20.8;18;;45;
200729;1;;;13.6;030729;8.0;970729;20.7;23;;47;
200730;1;;;13.8;.;9.2;970730;19.8;20;;46;
200731;;1;;13.8;200731;8.3;970731;19.6;17;;42;
200801;;1;;13.6;940801;7.0;970801;20.1;20;;37;
200802;;1;;13.6;940802;8.3;970802;20.0;14;;30;
200803;;1;;13.8;040803;8.3;930803;20.0;12;;32;
200804;;1;;13.9;950804;8.6;970804;19.7;15;;34;
200805;1;;;13.9;910805;8.6;970805;19.9;11;;27;
200806;1;;;14.1;070806;8.9;970806;20.2;9;;25;
200807;;1;;14.0;910807;9.4;970807;19.6;14;;41;
200808;;1;;14.1;940808;9.2;990808;20.9;13;;39;
200809;;1;;13.9;940809;7.8;970809;22.2;14;;31;
200810;;1;;14.0;090810;9.7;970810;25.3;11;;28;
200811;1;;;14.1;910811;8.2;970811;27.0;13;;33;
200812;1;;;14.0;950812;8.4;970812;20.7;11;;32;
200813;;1;;14.0;950813;9.7;190813;20.3;10;;36;
200814;;1;;14.0;980814;7.0;970814;21.2;10;;36;
200815;;1;;13.9;980815;8.3;970815;19.7;8;;31;
200816;;1;;14.1;920816;8.8;970816;22.7;9;;24;
200817;;1;;14.0;030817;9.3;970817;23.2;9;;28;
200818;;1;;14.0;040818;8.0;970818;20.6;9;;28;
200819;;1;;13.9;930819;7.8;970819;19.3;10;;34;
200820;;1;;13.9;200820;8.6;970820;19.2;10;;41;
200821;;1;;13.9;990821;9.5;170821;19.7;12;;39;
200822;1;;;14.1;920822;8.9;170822;20.2;17;;37;
200823;1;;;14.0;090823;9.2;960823;19.5;13;;29;
200824;;1;;14.1;030824;8.4;970824;20.5;7;;21;
200825;;1;;14.2;980825;9.0;040825;20.5;7;;29;
200826;;1;;14.1;980826;7.3;020826;26.3;9;;42;
200827;;1;;14.4;070827;8.5;150827;21.9;9;;39;
200828;1;;;14.3;070828;9.3;130828;21.1;8;;32;
200829;1;;;14.4;070829;10.4;010829;21.6;8;;26;
200830;;1;;14.5;980830;8.9;040830;20.5;8;;26;
200831;;1;;14.4;050831;8.1;110831;20.6;11;;38;
200901;;1;;14.3;050901;8.3;110901;19.9;8;;31;
200902;;1;;14.4;940902;8.6;990902;20.2;9;;31;
200903;;1;;14.4;100903;9.0;180903;20.1;10;;31;
200904;;1;;14.4;070904;8.8;180904;20.8;12;;32;
200905;1;;;14.3;080905;9.5;970905;21.8;12;;31;
200906;1;;;14.5;080906;8.5;970906;20.2;10;;24;
200907;1.01;;;14.5;980907;8.4;940907;20.4;9;;29;
200908;1;;;14.5;980908;7.5;940908;21.7;8;;29;
200909;1;;;14.4;030909;9.3;130909;24.0;8;;34;
200910;1;;;14.4;030910;7.1;060910;19.5;10;;29;
200911;;1;;14.4;980911;9.9;150911;19.5;7;;23;
200912;;1;;14.5;140912;10.0;040912;20.6;11;;29;
200913;;1;;14.5;010913;8.6;110913;21.1;8;;26;
200914;1.01;;;14.4;170914;9.0;150914;20.8;9;;24;
200915;1;;;14.5;050915;9.6;150915;21.0;10;;24;
200916;1;;;14.5;050916;9.6;960916;21.2;9;;25;
200917;1;;;14.5;100917;9.5;970917;25.0;10;;32;
200918;1;;;14.6;100918;9.8;970918;24.2;14;;27;
200919;;1;;14.6;120919;10.1;970919;20.4;14;;26;
200920;;1;;14.7;130920;9.0;150920;20.5;14;;28;
200921;;1;;14.9;120921;11.0;.;21.1;9;;25;
200922;;1;;14.9;990922;10.0;000922;21.1;9;;22;
200923;;1.04;;14.9;070923;10.3;940923;20.4;10;;23;
200924;1;;;14.9;070924;11.1;020924;20.9;11;;29;
200925;1;;;14.8;050925;9.3;150925;20.8;10;;27;
200926;1;;;15.0;040926;10.9;970926;22.1;8;;24;
200927;;;;15.1;070927;11.3;940927;21.2;6;;25;
200928;;;;15.1;090927;11.8;100928;20.0;8;;26;
200929;;;;15.1;980929;9.8;150929;21.0;10;;24;
200930;1;;;15.2;010930;9.9;970930;20.3;8;;22;
201001;1;;;15.0;991001;11.0;971001;22.0;8;;22;
201002;1;;;15.0;171002;10.9;961002;20.7;4;;19;
201003;1;;;15.1;071003;10.2;111003;20.6;6;;24;
201004;;;;15.1;101004;9.9;171004;21.1;9;;32;
201005;;1;;15.1;971005;12.2;941005;23.6;9;;30;
201006;;1;;15.3;911006;11.1;161006;22.1;8;;25;
201007;1;;;15.3;011007;11.8;941007;21.0;9;;26;
201008;1;;;15.3;911008;10.4;011008;21.1;10;;24;
201009;;1;;15.4;971009;11.0;011009;20.7;11;;32;
201010;;1;;15.5;141010;11.6;941010;21.3;12;;29;
201011;;1;;15.4;951011;10.3;941011;20.3;9;;22;
201012;;;;15.4;911012;11.0;971012;24.1;9;;21;
201013;;;;15.6;961013;10.0;971013;25.7;10;;24;
201014;1;;;15.6;101014;10.3;031014;22.9;9;;25;
201015;1;;;15.6;111014;11.1;031015;20.8;7;;22;
201016;;1;;15.4;181016;10.6;141016;21.1;8;;25;
201017;;1;;15.4;111017;10.6;141017;21.1;6;;20;
201018;;1;;15.5;.;10.4;151018;21.7;3;;10;
201019;;1;;15.6;111018;11.3;971019;20.8;5;;12;
201020;;1;;15.8;111020;12.1;911020;21.1;7;;21;
201021;1;;;15.7;101021;11.7;031021;21.3;8;;22;
201022;1;;;15.9;121022;11.9;991022;21.4;7;;15;
201023;;1;;15.8;071023;10.9;011023;21.0;3;;9;
201024;1;;;15.9;001024;10.9;971024;20.1;4;;7;
201025;1;;;15.9;981025;12.0;141025;21.4;3;;7;
201026;1.02;;;16.1;171026;12.8;931026;22.8;8;;21;
201027;1;;;16.1;101027;12.8;161027;20.5;5;;20;
201028;1.09;;;16.2;111028;12.1;961028;21.2;7;;18;
201029;1.02;;;16.3;001029;12.2;091029;22.4;7;;19;
201030;1;;;16.3;071030;10.8;091030;22.3;7;;24;
201031;1;;;16.3;941031;11.4;991031;22.6;8;;24;
201101;;1;;16.3;931101;12.0;091101;23.6;8;;23;
201102;;1;;16.4;001102;10.8;941102;23.4;8;;22;
201103;;1;;16.5;011103;11.8;941103;21.7;7;;19;
201104;;1;;16.5;991104;12.7;161104;22.5;5;;18;
201105;;1;;16.5;071105;11.0;921105;21.1;5;;20;
201106;;1;;16.6;981106;13.1;981106;20.8;6;;20;
201107;;1;;16.7;071107;12.9;931107;22.6;6;;15;
201108;;1;;16.9;021108;12.8;971108;21.5;5;;13;
201109;;1;;16.8;111109;13.8;971109;21.3;5;;15;
201110;1;;;16.8;991110;13.4;971110;22.4;3;;15;
201111;1.01;;;16.9;021111;11.1;921111;22.9;6;;17;
201112;1;;;16.9;001112;12.0;081112;21.6;5;;14;
201113;1;;;17.0;041113;12.7;081113;21.9;4;;16;
201114;;1;;16.9;131114;12.2;081114;21.1;4;;15;
201115;;1;;17.1;911115;11.7;081115;21.4;4;;14;
201116;;1;;17.0;001116;11.4;971116;21.6;6;;21;
201117;;1;;17.0;001117;11.0;131117;21.4;6;;24;
201118;;1;;17.1;091118;12.3;921118;24.5;5;;26;
201119;1;;;17.3;941119;13.0;191119;22.8;2;;19;
201120;1;;;17.4;131120;13.4;961120;22.5;4;;22;
201121;;1;;17.3;011121;12.0;191121;22.5;5;;20;
201122;;1;;17.6;991122;12.8;191122;23.1;5;;19;
201123;;1;;17.7;961123;14.4;951123;21.9;5;;20;
201124;1;;;17.6;101124;12.8;971124;23.1;5;;16;
201125;1;;;17.6;931125;12.8;961125;23.5;5;;17;
201126;1.01;;;17.8;071126;12.8;031126;23.3;6;;25;
201127;1;;;17.6;011127;12.6;031127;22.6;7;;27;
201128;1;;;17.6;011128;12.9;031128;22.6;9;;33;
201129;;1;;17.7;011129;12.6;971129;22.9;6;;19;
201130;;1;;17.8;121130;13.4;971130;22.9;5;;19;
201201;;1;;17.7;071201;13.4;971201;22.4;9;;23;
201202;;1.02;;18.1;071202;13.8;971202;23.1;7;;22;
201203;1;;;18.1;991203;12.3;121203;23.9;6;;21;
201204;1;;;18.1;991204;13.3;131204;23.9;7;;20;
201205;;1;;18.0;991205;12.5;921205;23.5;9;;29;
201206;;1;;18.1;951206;13.9;911206;23.6;7;;19;
201207;;1;;18.0;051207;12.1;971207;23.7;6;;18;
201208;;1;;18.1;051208;12.7;971208;24.0;5;;10;
201209;;1;;18.2;071209;12.5;971209;25.1;5;;14;
201210;;1;;18.3;051210;13.0;971210;25.0;;3;16;
201211;;1;;18.1;071211;13.6;971211;24.4;;5;18;
201212;;1;;18.3;021212;13.3;971212;24.5;7;;21;
201213;;1;;18.6;961213;14.2;971213;25.1;8;;20;
201214;;1;;18.5;911214;13.3;041214;24.6;8;;20;
201215;;1;;18.6;071215;13.7;041215;25.2;7;;20;
201216;;1;;18.5;071216;12.8;971216;25.4;6;;17;
201217;1;;;18.8;071217;13.0;971217;25.4;4;;15;
201218;1;;;18.8;911218;14.0;011218;27.8;5;;15;
201219;;1;;18.8;981219;14.7;971219;24.7;4;;12;
201220;;1;;19.0;141220;14.5;001220;24.7;4;;11;
201221;;1;;18.9;951221;14.3;971221;25.3;7;;20;
201222;1;;;19.0;141222;13.8;971222;25.5;5;;18;
201223;1;;;19.0;951223;14.2;941223;25.0;7;;27;
201224;;1;;19.0;021224;13.2;971224;24.9;6;;15;
201225;1;;;19.2;141225;14.6;971225;25.6;6;;20;
201226;1;;;19.3;961226;14.0;971226;25.7;5;;17;
201227;;1;;19.4;121227;13.3;971227;25.6;5;;17;
201228;1;;;19.4;031228;14.2;971228;25.9;4;;16;
201229;1;;;19.4;121229;14.1;971229;25.5;4;;10;
201230;1;;;19.6;141230;14.3;961230;25.2;5;;21;
201231;1;;;19.6;021231;14.0;061231;26.3;8;;20;
210101;1;;;19.7;130101;14.9;070101;27.7;9;;24;
210102;1;;;19.6;030102;14.9;070102;25.0;7;;20;
210103;;1;;19.8;970103;15.0;980103;25.1;5;;17;
210104;;1;;19.8;930104;15.0;980104;25.5;6;;19;
210105;;1;;20.0;030105;14.8;170105;26.8;7;;20;
210106;1;;;20.1;940106;15.0;200106;27.5;5;;25;
210107;1;;;20.0;130107;14.6;980107;27.9;6;;20;
210108;1;;;20.1;130108;14.7;140108;27.2;6;;20;
210109;1;;;20.0;110109;14.9;140109;26.5;7;;19;
210110;;1;;20.0;960110;14.5;950110;25.9;7;;20;
210111;;1;;20.0;110111;15.0;050111;26.7;7;;25;
210112;;1;;20.0;950112;15.0;980112;26.0;7;;23;
210113;1;;;20.1;120113;15.1;950113;26.6;8;;33;
210114;1;;;20.2;990114;14.7;980114;26.1;7;;26;
210115;;1;;20.3;120115;15.0;980115;26.3;8;;25;
210116;;1;;20.4;120116;14.7;170116;26.8;8;;20;
210117;;1;;20.6;120117;15.3;980117;31.8;6;;22;
210118;;1;;20.5;990118;14.0;080118;27.4;6;;;
210119;;1;;20.5;990119;14.7;170119;28.6;6;;16;
210120;1;;;20.5;110120;14.5;170120;27.7;8;;20;
210121;1;;;20.5;990121;14.7;170121;30.3;4;;16;
210122;;1;;20.4;960122;15.3;170122;28.3;3;;16;
210123;;1;;20.4;090123;15.6;170123;28.4;3;;12;
210124;;1;;20.5;020124;13.6;200124;28.3;5;;14;
210125;1;;;20.4;090125;15.3;170125;26.1;3;;17;
210126;1;;;20.4;020126;14.8;170126;29.3;3;;13;
210127;1;;;20.3;050127;15.3;170127;27.5;5;;23;
210128;;1;;20.5;070128;15.1;190128;27.2;6;;23;
210129;;1;;20.7;070129;14.7;030129;27.3;7;;23;
210130;;1;;20.6;970130;15.2;030130;28.2;8;;26;
210131;1;;;20.4;050131;13.8;160131;26.4;4;;13;
210201;1;;;20.5;050201;12.9;170201;27.0;3;;15;
210202;1.08;;;20.3;050202;12.9;170202;27.6;4;;14;
210203;1;;;20.3;050203;14.5;980203;26.0;6;;25;
210204;1;;;20.3;050204;14.0;980204;26.0;7;;25;
210205;;1;;20.4;970205;14.9;130205;26.0;7;;24;
210206;;1;;20.4;120206;14.7;130206;25.9;6;;19;
210207;;1;;20.3;050207;14.2;190207;25.6;6;;16;
210208;;1;;20.2;050208;14.5;130208;26.1;7;;19;
210209;;1.03;;20.2;000209;14.8;980209;26.8;6;;18;
210210;1;;;20.3;.;14.7;980210;26.7;5;;18;
210211;1;;;20.3;000211;15.1;120211;25.6;6;;25;
210212;;1;;20.2;960212;15.4;120212;27.5;6;;31;
210213;;1;;20.2;000213;15.0;010213;25.0;9;;40;
210214;;1;;20.2;050214;14.6;060214;26.8;7;;30;
210215;;1;;20.3;960215;14.7;060215;26.1;7;;29;
210216;;1.02;;20.3;960216;15.2;100216;25.6;8;;31;
210217;1.01;;;20.1;050217;14.9;010217;25.1;7;;27;
210218;1;;;20.1;000218;14.7;090218;25.7;5;;27;
210219;1;;;20.1;000219;14.9;150219;29.1;7;;28;
210220;;1;;20.1;130220;15.2;980220;25.6;7;;24;
210221;;1;;20.1;130221;14.3;980221;27.7;7;;25;
210222;;1;;20.1;070222;15.1;160222;28.0;6;;25;
210223;;1;;19.9;070223;14.9;170223;27.6;7;;29;
210224;;1.04;;20.0;120224;14.4;170224;27.0;7;;27;
210225;1.02;;;20.0;950225;14.4;170225;27.0;11;;38;
210226;1;;;20.0;080226;14.5;170226;27.6;10;;40;
210227;1;;;19.9;080227;14.1;170227;27.1;9;;31;
210228;;1;;19.9;950228;13.8;170228;25.8;7;;24;
210301;;1;;19.7;950301;14.4;980301;25.2;8;;31;
210302;;1;;19.6;000302;14.4;970302;26.2;10;;31;
210303;;1;;19.7;000303;13.5;.;30.6;11;;34;
210304;1;;;19.7;000304;13.6;970304;27.9;7;;26;
210305;1;;;19.8;140305;14.0;970305;26.2;8;;33;
210306;;1;;19.7;070306;14.9;050306;25.4;6;;20;
210307;;1;;19.7;090307;14.7;010307;25.9;5;;20;
210308;;1.03;;19.5;070308;14.6;080308;24.8;5;;22;
210309;1.01;;;19.5;100309;14.7;000309;25.6;6;;22;
210310;1;;;19.5;070310;14.5;140310;24.6;7;;31;
210311;1;;;19.5;070311;15.0;920311;25.4;7;;22;
210312;;1;;19.5;080312;14.4;150312;25.6;6;;25;
210313;;1;;19.5;080313;13.9;990313;25.8;6;;24;
210314;;1;;19.3;080314;14.0;020314;25.0;6;;19;
210315;;1;;19.2;040315;13.5;980315;27.3;6;;32;
210316;;1;;19.2;050316;13.7;980316;25.4;6;;24;
210317;1;;;19.1;040317;13.4;920317;25.1;5;;24;
210318;1;;;19.1;940318;14.4;090318;24.8;5;;22;
210319;;1;;19.1;130319;13.5;920319;24.5;5;;24;
210320;;1;;18.9;080320;13.9;920320;24.9;6;;24;
210321;;1;;19.0;130321;13.9;150321;26.0;5;;21;
210322;;1;;18.7;180322;13.3;150322;24.1;5;;23;
210323;;1;;18.7;180323;13.7;150323;26.5;;;;16
210324;1;;;18.7;000324;14.0;150324;26.6;8;;;2
210325;1;;;18.7;970325;13.6;920325;24.2;12;;;3
210326;;1;;18.5;060326;13.6;920326;28.3;;9;;19
210327;;1;;18.7;050327;13.2;920327;26.0;;3;39;
210328;;1;;18.4;060328;13.1;920328;24.4;;3;42;
210329;;1;;18.4;210329;13.2;000329;24.2;;6;48;
210330;;1;;18.3;070330;13.2;140330;26.1;11;;44;
210331;;1;;18.3;030331;13.0;100331;25.4;10;;41;
210401;;1;;18.5;130401;12.9;920401;23.9;9;;33;
210402;;1;;18.3;030402;12.9;200402;23.6;10;;35;
210403;;1;;18.2;030403;12.2;980403;23.6;12;;38;
210404;;1;;17.9;130404;11.9;980404;23.8;8;;30;
210405;;1;;17.9;030405;11.8;160405;23.6;9;;33;
210406;;1;;17.8;000406;12.3;920406;24.2;8;;28;
210407;1;;;17.8;000407;12.3;980407;24.8;6;;22;
210408;1;;;17.7;030408;10.0;980408;23.7;5;;23;
210409;;1;;17.7;000409;11.1;120409;27.7;5;;22;
210410;;1;;17.7;060410;11.5;120410;25.7;7;;27;
210411;;1;;17.5;060411;11.5;160411;23.3;9;;33;
210412;;1;;17.4;080412;10.9;000412;26.1;9;;39;
210413;;1;;17.5;050413;11.0;000413;28.3;11;;41;
210414;;1;;17.4;060414;11.4;000414;24.4;12;;36;
210415;;1;;17.3;130415;11.3;040415;22.6;11;;35;
210416;;1;;17.2;130416;11.1;150416;22.3;14;;41;
210417;;1;;17.1;130417;11.6;170417;22.6;14;;43;
210418;;1;;17.2;030418;11.5;930418;23.4;10;;39;
210419;;1;;17.2;030419;11.2;090419;23.6;12;;40;
210420;1;;;16.9;020420;11.4;120420;22.6;9;;38;
210421;1;;;16.8;080421;10.9;.;21.8;7;;36;
210422;;1;;16.8;000422;11.4;090422;22.8;9;;33;
210423;;1;;16.7;080423;11.2;060423;23.2;8;;35;
210424;;1;;17.0;130424;11.0;050424;24.7;8;;31;
210425;;1;;16.8;130425;11.3;050425;23.9;9;;37;
210426;;1;;16.4;960426;11.1;150426;21.4;12;;51;
210427;;1;;16.5;130427;10.9;930427;21.5;14;;69;
210428;1;;;16.3;960428;10.7;180428;23.7;15;;60;
210429;1;;;16.5;100429;10.6;970429;23.4;10;;46;
210430;;1;;16.4;010430;9.8;160430;22.5;10;;41;
210501;;1;;16.2;010501;9.6;100501;24.1;11;;36;
210502;;1;;16.1;010502;9.5;970502;22.1;11;;38;
210503;;1;;16.3;080503;8.7;970503;24.2;11;;37;
210504;;1;;16.4;080504;9.9;940504;23.3;9;;28;
210505;2.76;;;16.4;080505;11.2;010505;23.9;10;;41;
210506;1;;;16.4;000506;10.6;.;23.0;10;;31;
210507;1;;;16.4;120507;11.2;970507;26.7;12;;38;
210508;;1;;16.0;990508;10.6;970508;22.3;7;;29;
210509;;1;;16.1;070509;9.0;920509;21.9;10;;36;
210510;;1;;15.9;070510;7.9;170510;25.8;12;;45;
210511;1;;;16.0;010511;9.5;170511;25.0;14;;59;
210512;1;;;16.0;010512;8.6;170512;27.9;21;;71;
210513;;1;;16.1;070513;9.2;920513;22.5;13;;61;
210514;;1;;16.0;010514;9.3;000514;23.9;16;;50;
210515;;1;;15.7;930515;9.9;970515;22.3;15;;45;
210516;;1;;15.8;040516;9.1;970516;22.0;14;;47;
210517;;1;;15.6;040517;9.9;970517;21.2;24;;57;
210518;;1;;15.6;080518;9.2;970518;21.8;18;;55;
210519;1;;;15.7;070519;9.4;.;27.0;17;;59;
210520;1;;;15.6;000520;9.9;010520;22.4;11;;39;
210521;;1;;15.1;000521;9.5;970521;19.9;10;;46;
210522;;1;;15.1;000522;9.0;970522;22.2;14;;53;
210523;;1;;15.2;190523;9.5;970523;24.1;18;;53;
210524;;1;;15.2;040524;9.2;920524;21.3;20;;55;
210525;;1;;15.3;070525;9.4;020525;28.6;16;;52;
210526;1;;;15.3;040526;8.1;020526;25.7;18;;51;
210527;1;;;15.2;990527;9.0;920527;22.7;22;;62;
210528;;1;;15.2;080528;9.5;970528;22.6;21;;70;
210529;1;;;15.2;040529;8.2;200529;23.1;15;;42;
210530;1;;;15.1;070530;8.9;200530;21.9;15;;39;
210531;;1;;14.9;080531;8.3;970531;20.9;17;;49;
210601;;1;;14.8;090601;9.1;990601;20.5;24;;56;
210602;;1;;14.9;080602;9.1;160602;23.8;23;;53;
210603;1;;;14.9;080603;9.9;000603;22.0;25;;56;
210604;1;;;15.0;030604;9.5;970604;22.1;16;;42;
210605;;1;;14.8;040605;8.1;970605;20.7;15;;37;
210606;;1;;14.7;200605;9.5;920606;20.4;12;;34;
210607;;1;;14.6;040607;9.3;970607;21.0;9;;30;
210608;;1;;14.4;040608;7.7;970608;21.2;10;;33;
210609;1;;;14.3;140609;7.6;970609;21.3;12;;33;
210610;1;;;14.7;990610;8.8;970610;23.5;10;;35;
210611;;1;;14.8;140611;8.5;970611;20.7;13;;46;
210612;;1;;14.7;990612;8.9;970612;22.6;19;;46;
210613;;1;;14.6;060613;8.5;950613;20.8;17;;45;
210614;;1;;14.6;020614;7.9;.;21.4;14;;39;
210615;;1;;14.5;020615;8.7;950615;20.3;19;;60;
210616;1;;;14.5;190616;10.3;970616;21.4;15;;48;
210617;1;;;14.5;040617;8.8;970617;23.6;11;;35;
210618;;1;;14.5;020618;7.3;970618;21.3;7;;29;
210619;;1;;14.3;000619;7.4;970619;20.4;9;;33;
210620;;1;;14.4;000620;7.2;970620;21.9;8;;27;
210621;;1;;14.1;130621;8.2;150621;20.0;7;;26;
210622;1;;;14.2;130622;9.1;970622;20.2;12;;47;
210623;1;;;14.5;990623;8.7;000623;20.9;12;;48;
210624;;1;;14.1;060624;8.6;970624;20.4;12;;53;
210625;;1;;14.3;010625;7.5;930625;19.7;8;;38;
210626;1;;;14.4;130626;7.9;170626;22.2;7;;33;
210627;1;;;14.1;140627;7.4;980627;19.8;9;;34;
210628;;1;;14.2;960628;8.5;990628;20.3;11;;45;
210629;;1;;14.0;100629;6.1;930629;19.6;20;;46;
210630;;1;;13.8;.;8.2;.;19.4;26;;54;
210701;1;;;14.0;960701;8.3;050701;19.7;16;;42;
210702;1;;;13.9;960702;7.3;060702;20.4;12;;38;
210703;;1;;14.0;960702;8.5;060703;21.4;21;;50;
210704;;1;;14.2;990704;8.1;970704;21.1;24;;50;
210705;;1;;14.0;990705;7.8;970705;21.7;27;;58;
210706;1;;;14.0;120706;7.5;060706;22.7;19;;48;
210707;1;;;14.0;940707;6.7;970707;20.0;11;;39;
210708;1;;;14.0;940708;8.8;160708;20.8;18;;46;
210709;1;;;14.0;960709;8.8;160709;19.8;17;;46;
210710;1;;;13.9;000710;8.2;970710;21.4;19;;56;
210711;1;;;13.8;000711;7.5;970711;22.6;18;;46;
210712;1;;;13.8;000712;7.1;970712;20.0;18;;76;
210713;1;;;13.8;000713;8.6;060713;19.9;18;;58;
210714;1;;;13.8;990714;8.7;060714;20.4;15;;50;
210715;1;;;13.7;920715;8.2;050715;19.2;12;;39;
210716;1;;;13.5;090716;7.9;030716;18.9;14;;40;
210717;1;;;13.6;050717;7.5;970717;19.6;16;;43;
210718;1;;;13.4;.;5.9;060718;20.4;24;;53;
210719;1;;;13.6;100719;6.8;060719;20.5;23;;49;
210720;1;;;13.8;100720;6.0;060720;20.5;15;;44;
210721;1;;;14.0;050721;7.4;010721;20.3;23;;53;
210722;1.01;;;13.8;050722;6.6;020722;19.6;26;;56;
210723;1;;;13.5;050723;6.3;160723;18.8;24;;55;
210724;1;;;13.6;140724;7.0;970724;19.5;24;;59;
210725;1;;;13.5;090725;7.8;970725;19.8;13;;35;
210726;1;;;13.6;090726;8.5;970726;19.8;9;;35;
210727;1;;;13.6;960727;8.1;970727;20.1;10;;45;
210728;1;;;13.5;030728;7.1;970728;20.8;11;;45;
210729;1;;;13.5;030729;8.0;970729;20.7;12;;43;
210730;1;;;13.7;.;9.2;970730;19.8;14;;40;
210731;1.01;;;13.7;200731;8.3;970731;19.6;13;;42;
210801;1;;;13.7;940801;7.0;970801;20.1;17;;45;
210802;1;;;13.6;940802;8.3;970802;20.0;22;;51;
210803;1;;;13.8;040803;8.3;930803;20.0;23;;51;
210804;1;;;13.9;950804;8.6;970804;19.7;17;;42;
210805;1;;;13.9;030805;8.6;970805;19.9;13;;44;
210806;1;;;14.1;070806;8.9;970806;20.2;11;;38;
210807;1;;;14.0;120807;9.8;970807;19.6;11;;34;
210808;1;;;14.1;940808;9.2;990808;20.9;10;;35;
210809;1;;;13.9;940809;7.8;970809;22.2;11;;41;
210810;1;;;14.0;090810;9.7;970810;25.3;9;;42;
210811;1;;;14.1;980811;9.4;970811;27.0;13;;38;
210812;1;;;14.0;950812;8.4;970812;20.7;14;;46;
210813;1;;;14.0;950813;9.7;190813;20.3;15;;51;
210814;1;;;14.0;980814;7.0;970814;21.2;14;;37;
210815;1;;;13.9;980815;8.3;970815;19.7;14;;35;
210816;1;;;14.1;920816;8.8;970816;22.7;17;;50;
210817;1;;;13.9;030817;9.3;970817;23.2;17;;51;
210818;1;;;14.0;040818;8.0;970818;20.6;13;;47;
210819;1;;;13.9;930819;7.8;970819;19.3;14;;48;
210820;1;;;13.8;200820;8.6;970820;19.2;13;;42;
210821;1;;;13.9;990821;9.5;170821;19.7;13;;42;
210822;1;;;14.1;920822;8.9;170822;20.2;12;;37;
210823;1;;;14.0;090823;9.2;960823;19.5;11;;39;
210824;1;;;14.1;030824;8.4;970824;20.5;8;;31;
210825;1;;;14.1;210825;8.7;040825;20.5;8;;41;
210826;1;;;14.0;980826;7.3;020826;26.3;13;;59;
210827;1;;;14.3;070827;8.5;150827;21.9;11;;41;
